Rank,Filename,Sector,Overall_Score,Match_Percentage,Text_Similarity,Skill_Score,Experience_Score,Education_Score,Experience_Years,Education_Level,Skills_Count,All_Skills,Recommendations,File_Path
2388,13385306.pdf,INFORMATION-TECHNOLOGY,0.1531,15.31,0.0122,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\INFORMATION-TECHNOLOGY\13385306.pdf
2389,10909720.pdf,TEACHER,0.1529,15.29,0.0118,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\TEACHER\10909720.pdf
2390,38355831.pdf,AVIATION,0.1524,15.24,0.0096,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\AVIATION\38355831.pdf
2391,14248724.pdf,ARTS,0.1521,15.21,0.0082,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\14248724.pdf
2392,60004873.pdf,ENGINEERING,0.1518,15.18,0.0071,0.0,0.0,1.0,0,4,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ENGINEERING\60004873.pdf
2393,15306049.pdf,ARTS,0.1517,15.17,0.0066,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\ARTS\15306049.pdf
2394,39434376.pdf,DESIGNER,0.151,15.1,0.0042,0.0,0.0,1.0,0,3,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience",..\data\data\data\DESIGNER\39434376.pdf
2395,35990852.pdf,DESIGNER,0.1464,14.64,0.0483,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\35990852.pdf
2396,92283635.pdf,AVIATION,0.1418,14.18,0.0547,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\92283635.pdf
2397,13675377.pdf,FITNESS,0.1413,14.13,0.0279,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\13675377.pdf
2398,26289308.pdf,HR,0.141,14.1,0.0264,0.1875,0.0,0.3333,0,1,3,ACCOUNTANT:excel | PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HR\26289308.pdf
2399,81011612.pdf,DESIGNER,0.1403,14.03,0.0236,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\81011612.pdf
2400,21512769.pdf,CONSULTANT,0.1402,14.02,0.0234,0.1875,0.0,0.3333,0,1,3,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSULTANT\21512769.pdf
2401,26509539.pdf,CONSTRUCTION,0.1401,14.01,0.0481,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\26509539.pdf
2402,55746506.pdf,FITNESS,0.1398,13.98,0.0217,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\FITNESS\55746506.pdf
2403,26330995.pdf,PUBLIC-RELATIONS,0.1394,13.94,0.0452,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\PUBLIC-RELATIONS\26330995.pdf
2404,16861758.pdf,HR,0.1394,13.94,0.02,0.1875,0.0,0.3333,0,1,3,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HR\16861758.pdf
2405,36905896.pdf,BANKING,0.1377,13.77,0.0382,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\BANKING\36905896.pdf
2406,29894080.pdf,CONSTRUCTION,0.1377,13.77,0.0132,0.1875,0.0,0.3333,0,1,3,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\29894080.pdf
2407,28745844.pdf,HEALTHCARE,0.1374,13.74,0.0372,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\28745844.pdf
2408,11704150.pdf,HEALTHCARE,0.1367,13.67,0.0341,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\11704150.pdf
2409,16066857.pdf,CHEF,0.1361,13.61,0.007,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\16066857.pdf
2410,35344611.pdf,ADVOCATE,0.1359,13.59,0.0313,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\35344611.pdf
2411,16855929.pdf,CHEF,0.1354,13.54,0.0292,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\16855929.pdf
2412,24083609.pdf,INFORMATION-TECHNOLOGY,0.1352,13.52,0.0284,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\24083609.pdf
2413,11650031.pdf,CONSTRUCTION,0.1351,13.51,0.0281,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\11650031.pdf
2414,21705160.pdf,DESIGNER,0.1351,13.51,0.003,0.1875,0.0,0.3333,0,1,3,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\21705160.pdf
2415,26819872.pdf,AVIATION,0.1349,13.49,0.027,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\26819872.pdf
2416,10567764.pdf,AVIATION,0.1339,13.39,0.023,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\10567764.pdf
2417,24221960.pdf,CHEF,0.1333,13.33,0.0208,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\24221960.pdf
2418,38535335.pdf,ENGINEERING,0.1328,13.28,0.0185,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ENGINEERING\38535335.pdf
2419,12717345.pdf,CHEF,0.1328,13.28,0.0185,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\12717345.pdf
2420,46349752.pdf,HEALTHCARE,0.1327,13.27,0.0183,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\46349752.pdf
2421,91268638.pdf,CHEF,0.1325,13.25,0.0177,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\91268638.pdf
2422,37231163.pdf,CHEF,0.1325,13.25,0.0175,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\37231163.pdf
2423,13477922.pdf,INFORMATION-TECHNOLOGY,0.1325,13.25,0.0174,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\13477922.pdf
2424,15576950.pdf,HR,0.1324,13.24,0.0169,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HR\15576950.pdf
2425,11959428.pdf,AVIATION,0.1322,13.22,0.0162,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\11959428.pdf
2426,69005326.pdf,TEACHER,0.1321,13.21,0.016,0.0625,0.0,0.6667,0,2,1,SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\69005326.pdf
2427,28230807.pdf,CHEF,0.1317,13.17,0.0142,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\28230807.pdf
2428,19831366.pdf,CHEF,0.1301,13.01,0.0079,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\19831366.pdf
2429,20626794.pdf,TEACHER,0.1299,12.99,0.007,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\20626794.pdf
2430,10466583.pdf,DESIGNER,0.1296,12.96,0.0059,0.0625,0.0,0.6667,0,2,1,ACCOUNTANT:excel,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\10466583.pdf
2431,18460045.pdf,DESIGNER,0.1274,12.74,0.0846,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | PHARMACEUTICAL:marketing,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\18460045.pdf
2432,10840430.pdf,INFORMATION-TECHNOLOGY,0.1231,12.31,0.0674,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\10840430.pdf
2433,29087505.pdf,CONSTRUCTION,0.1218,12.18,0.0621,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | DIGITAL-MEDIA:analytics,"Consider developing skills in: sales, adobe creative suite, sem, seo, digital marketing | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\29087505.pdf
2434,22510753.pdf,TEACHER,0.117,11.7,0.0429,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\22510753.pdf
2435,16203589.pdf,CONSTRUCTION,0.1153,11.53,0.0362,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CONSTRUCTION\16203589.pdf
2436,19201175.pdf,INFORMATION-TECHNOLOGY,0.1151,11.51,0.0354,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\19201175.pdf
2437,47603843.pdf,CHEF,0.1146,11.46,0.0584,0.0,0.0,0.6667,0,2,0,,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\CHEF\47603843.pdf
2438,25023614.pdf,DESIGNER,0.1144,11.44,0.0326,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\25023614.pdf
2439,25328428.pdf,HEALTHCARE,0.1142,11.42,0.0318,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\25328428.pdf
2440,10953078.pdf,AGRICULTURE,0.1139,11.39,0.0307,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AGRICULTURE\10953078.pdf
2441,29534737.pdf,AVIATION,0.113,11.3,0.027,0.125,0.0,0.3333,0,1,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\AVIATION\29534737.pdf
2442,10030015.pdf,ENGINEERING,0.1116,11.16,0.0214,0.125,0.0,0.3333,0,1,2,DIGITAL-MEDIA:sem | MARKETING:sem,"Consider developing skills in: excel, sales, adobe creative suite, analytics, seo | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\ENGINEERING\10030015.pdf
2443,17545780.pdf,HEALTHCARE,0.111,11.1,0.019,0.125,0.0,0.3333,0,1,2,PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: excel, sales, adobe creative suite, seo, sem | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\HEALTHCARE\17545780.pdf
2444,68460556.pdf,INFORMATION-TECHNOLOGY,0.1109,11.09,0.0187,0.125,0.0,0.3333,0,1,2,ACCOUNTANT:excel | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, seo, sem, analytics | Gain 4 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\INFORMATION-TECHNOLOGY\68460556.pdf
